ts,feelsLikeTemp
1667898000000.0,8.15999984741211
1667908800000.0,8.65999984741211
1667919600000.0,9.15999984741211
1667930400000.0,8.649999618530273
1667941200000.0,8.630000114440918
1667952000000.0,9.140000343322754
1667962800000.0,9.010000228881836
1667973600000.0,8.539999961853027
1667984400000.0,8.5600004196167
1667995200000.0,9.699999809265137
1668006000000.0,10.489999771118164
1668016800000.0,9.729999542236328
1668027600000.0,9.149999618530273
1668038400000.0,9.619999885559082
1668049200000.0,9.90999984741211
1668060000000.0,9.640000343322754
1668070800000.0,10.4399995803833
1668081600000.0,10.40999984741211
1668092400000.0,10.329999923706055
1668103200000.0,11.579999923706055
1668114000000.0,11.710000038146973
1668124800000.0,11.720000267028809
1668135600000.0,10.779999732971191
1668146400000.0,9.779999732971191
1668157200000.0,9.970000267028809
1668168000000.0,11.09000015258789
1668178800000.0,11.210000038146973
1668189600000.0,10.050000190734863
1668200400000.0,9.210000038146973
1668211200000.0,8.5600004196167
1668222000000.0,10.579999923706055
1668232800000.0,9.619999885559082
1668243600000.0,11.390000343322754
1668254400000.0,13.869999885559082
1668265200000.0,13.449999809265137
1668276000000.0,11.670000076293945
1668286800000.0,11.59000015258789
1668297600000.0,11.640000343322754
1668308400000.0,11.880000114440918
1668319200000.0,10.09000015258789
1668330000000.0,10.130000114440918
1668340800000.0,11.869999885559082
1668351600000.0,12.9399995803833
1668362400000.0,11.550000190734863
1668373200000.0,10.079999923706055
1668384000000.0,9.220000267028809
1668394800000.0,11.710000038146973
1668405600000.0,11.979999542236328
1668416400000.0,13.670000076293945
1668427200000.0,15.09000015258789
1668438000000.0,14.5600004196167
1668448800000.0,9.520000457763672
1668459600000.0,8.649999618530273
1668470400000.0,7.730000019073486
1668481200000.0,8.050000190734863
1668492000000.0,7.639999866485596
1668502800000.0,7.5
1668513600000.0,8.130000114440918
1668524400000.0,8.210000038146973
1668535200000.0,7.28000020980835
1668546000000.0,7.829999923706055
1668556800000.0,7.980000019073486
1668567600000.0,7.369999885559082
1668578400000.0,7.119999885559082
1668589200000.0,6.019999980926514
1668600000000.0,8.0600004196167
1668610800000.0,8.720000267028809
1668621600000.0,7.800000190734863
1668632400000.0,9.020000457763672
1668643200000.0,6.900000095367432
1668654000000.0,5.170000076293945
1668664800000.0,5.829999923706055
1668675600000.0,6.559999942779541
1668686400000.0,7.980000019073486
1668697200000.0,8.460000038146973
1668708000000.0,7.050000190734863
1668718800000.0,6.329999923706055
1668729600000.0,6.179999828338623
1668740400000.0,6.179999828338623
1668751200000.0,5.730000019073486
1668762000000.0,6.239999771118164
1668772800000.0,7.659999847412109
1668783600000.0,7.690000057220459
1668794400000.0,6.110000133514404
1668805200000.0,5.03000020980835
1668816000000.0,4.400000095367432
1668826800000.0,4.039999961853027
1668837600000.0,3.7799999713897705
1668848400000.0,4.559999942779541
1668859200000.0,7.230000019073486
1668870000000.0,7.710000038146973
1668880800000.0,6.940000057220459
1668891600000.0,7.489999771118164
1668902400000.0,6.730000019073486
1668913200000.0,6.670000076293945
1668924000000.0,6.380000114440918
1668934800000.0,5.949999809265137
1668945600000.0,6.539999961853027
1668956400000.0,6.260000228881836
1668967200000.0,5.119999885559082
1668978000000.0,4.989999771118164
1668988800000.0,5.239999771118164
1668999600000.0,6.289999961853027
1669010400000.0,6.239999771118164
1669021200000.0,6.590000152587891
1669032000000.0,6.949999809265137
1669042800000.0,6.21999979019165
1669053600000.0,5.460000038146973
1669064400000.0,5.440000057220459
1669075200000.0,5.099999904632568
1669086000000.0,4.869999885559082
1669096800000.0,4.710000038146973
1669107600000.0,5.639999866485596
1669118400000.0,6.710000038146973
1669129200000.0,6.670000076293945
1669140000000.0,6.400000095367432
1669150800000.0,6.239999771118164
1669161600000.0,6.079999923706055
1669172400000.0,6.519999980926514
1669183200000.0,6.820000171661377
1669194000000.0,7.139999866485596
1669204800000.0,7.539999961853027
